department,year,ubigeo,iddpto,population,cases_men5,cases_60mas,hosp_men5,hosp_60mas,death_men5,death_60mas,cases_rate_men5,cases_rate_60mas,hosp_rate_men5,hosp_rate_60mas,death_rate_men5,death_rate_60mas,inc_rate_men5,inc_rate_60mas
CALLAO,2004,70000,7,826060,1296,0,454,0,6,0,156.88933007287608,0.0,54.959688158245164,0.0,0.7263394910781299,0.0,156.89,0.0
CALLAO,2005,70000,7,842999,1056,0,258,0,1,0,125.26705251133157,0.0,30.605018511291235,0.0,0.11862410275694277,0.0,125.27,0.0
CALLAO,2006,70000,7,859938,1268,101,261,7,4,1,147.45249076096184,11.74503278143308,30.351025306475584,0.8140121729706095,0.4651498131260626,0.11628745328151564,147.45,11.75
CALLAO,2007,70000,7,876877,1308,9,186,6,2,1,149.165732480154,1.0263697189001422,21.211640857269607,0.6842464792667615,0.22808215975558715,0.11404107987779358,149.17,1.03
CALLAO,2008,70000,7,893885,1518,395,157,6,0,3,169.82050263736386,44.18912947414936,17.563780575801136,0.6712272831516358,0.0,0.3356136415758179,169.82,44.19
CALLAO,2009,70000,7,910892,1333,598,106,6,0,4,146.34007105123328,65.64993435006565,11.636944884794245,0.6586949934789196,0.0,0.439129995652613,146.34,65.65
CALLAO,2010,70000,7,927900,1383,1123,114,16,3,0,149.04623343032657,121.02597262636061,12.285806660200453,1.7243237417825197,0.3233107015842224,0.0,149.05,121.03
CALLAO,2011,70000,7,944907,1386,620,106,28,3,3,146.6811019497157,65.61492295008927,11.21803521404752,2.9632545848427414,0.3174915626617223,0.3174915626617223,146.68,65.61
CALLAO,2012,70000,7,961915,915,376,103,28,3,2,95.12274993112698,39.08869286787294,10.707806822848172,2.9108601071820277,0.3118778686266458,0.20791857908443054,95.12,39.09
CALLAO,2013,70000,7,978923,727,460,69,54,9,33,74.26528950693772,46.990417019520436,7.048562552928065,5.51626634576979,0.919377724294965,3.371051655748205,74.27,46.99
CALLAO,2014,70000,7,995930,693,237,55,43,5,33,69.58320363880995,23.796853192493447,5.522476479270631,4.317572520157039,0.5020433162973301,3.313485887562379,69.58,23.8
CALLAO,2015,70000,7,1012938,960,661,181,198,2,0,94.77381636388407,65.25572147554935,17.868813293607307,19.54709962505109,0.19744545075809183,0.0,94.77,65.26
CALLAO,2016,70000,7,1029945,896,870,78,105,5,72,86.99493662282937,84.47052997975621,7.573219929219522,10.194719135487817,0.48546281597561036,6.990664550048789,86.99,84.47
CALLAO,2017,70000,7,1046953,829,835,74,197,5,102,79.18216003965794,79.75525166841301,7.068130087979117,18.81650847745792,0.4775763572958862,9.74255768883608,79.18,79.76
CALLAO,2018,70000,7,1078789,853,950,324,432,5,104,79.0701425394586,88.06170622800195,30.033676650392245,40.04490220052299,0.4634826643579051,9.640439418644425,79.07,88.06
CALLAO,2019,70000,7,1105512,875,1146,366,440,3,127,79.14884686914299,103.662375442329,33.1068319475501,39.800562997054755,0.2713674749799188,11.487889774149895,79.15,103.66
CALLAO,2020,70000,7,1129854,225,1405,96,705,0,146,19.914077394070382,124.3523499496395,8.49667302147003,62.397442501420535,0.0,12.92202355348567,19.91,124.35
CALLAO,2021,70000,7,1151480,176,1431,64,740,0,389,15.284677111196025,124.27484628478132,5.558064404071282,64.26511967207419,0.0,33.78261020599576,15.28,124.27
CALLAO,2022,70000,7,1171648,469,928,124,403,2,133,40.02908723439121,79.20467580706833,10.583383405254821,34.395996067078165,0.17069973234281968,11.351532200797509,40.03,79.2
CALLAO,2023,70000,7,1190860,815,1340,261,502,0,82,68.43793560955947,112.52372235191375,21.916933980484693,42.15440941840351,0.0,6.885780024520095,68.44,112.52
CUSCO,2000,80000,8,1100083,4870,0,1161,0,113,0,442.6938694625769,0.0,105.53749126202295,0.0,10.271952207242544,0.0,442.69,0.0
CUSCO,2001,80000,8,1110272,4534,0,1224,0,81,0,408.36839981554067,0.0,110.2432557067097,0.0,7.295509568826377,0.0,408.37,0.0
CUSCO,2002,80000,8,1120460,3501,0,992,0,69,0,312.4609535369402,0.0,88.53506595505416,0.0,6.158185031147922,0.0,312.46,0.0
CUSCO,2003,80000,8,1130649,3902,0,1381,0,120,0,345.1115244430411,0.0,122.14223866115833,0.0,10.613373381128891,0.0,345.11,0.0
CUSCO,2004,80000,8,1140837,3187,0,1153,0,75,0,279.3562971747936,0.0,101.06614704817602,0.0,6.574120579890028,0.0,279.36,0.0
CUSCO,2005,80000,8,1151026,3001,0,1196,0,51,0,260.7239106675262,0.0,103.90729662058025,0.0,4.430829538168556,0.0,260.72,0.0
CUSCO,2006,80000,8,1161214,2679,543,1132,258,28,13,230.70682923216563,46.76140659688912,97.48418465502482,22.218126891339583,2.4112695851066213,1.1195180216566456,230.71,46.76
CUSCO,2007,80000,8,1171403,2536,986,1014,466,37,30,216.49253075158595,84.17256913291156,86.56286521376504,39.78135620277565,3.1586055354135167,2.5610315152001486,216.49,84.17
CUSCO,2008,80000,8,1185785,2058,909,778,315,36,33,173.5559144364282,76.65807882541944,65.6105449132853,26.564680781085947,3.0359635178383937,2.782966558018528,173.56,76.66
CUSCO,2009,80000,8,1200166,1889,941,786,327,42,17,157.39489370637062,78.40582052816028,65.49094041990858,27.246230938053568,3.4995159003004583,1.4164707215501855,157.39,78.41
CUSCO,2010,80000,8,1214548,1748,901,695,438,30,29,143.92185405599452,74.1839762611276,57.222933963910855,36.06279867078123,2.470054703478166,2.387719546695561,143.92,74.18
CUSCO,2011,80000,8,1228930,1386,777,543,393,27,28,112.78103716240958,63.225732954684155,44.18477862856306,31.979038675921327,2.1970331914755112,2.2784047911597893,112.78,63.23
CUSCO,2012,80000,8,1243312,1375,802,568,382,26,13,110.59170988456637,64.50512823812527,45.68442997413361,30.724387764294082,2.0911886959990733,1.0455943479995367,110.59,64.51
CUSCO,2013,80000,8,1257693,1386,878,498,362,44,8,110.20177420085824,69.8103591257962,39.59630847909625,28.78285877396153,3.498469022249468,0.6360852767726305,110.2,69.81
CUSCO,2014,80000,8,1272075,1049,737,430,268,34,31,82.46369121317532,57.93683548532909,33.80303834286501,21.067940176483305,2.6727983805986284,2.4369632293693377,82.46,57.94
CUSCO,2015,80000,8,1286457,894,741,330,257,30,1,69.49318943423683,57.600059698847296,25.651848448879367,19.9773486404909,2.331986222625397,0.07773287408751323,69.49,57.6
CUSCO,2016,80000,8,1300838,857,1026,322,329,24,52,65.88060926879442,78.87223466719145,24.753274427715056,25.291389089187124,1.8449645536185137,3.9974231995067795,65.88,78.87
CUSCO,2017,80000,8,1315220,984,1157,415,382,23,47,74.81638052949317,87.9700734477882,31.553656422499657,29.04457049010812,1.7487568619698606,3.5735466309818893,74.82,87.97
CUSCO,2018,80000,8,1320530,1260,1426,566,482,46,113,95.41623439073705,107.9869446358659,42.8615783056803,36.5004960129645,3.483449826963416,8.557170227105784,95.42,107.99
CUSCO,2019,80000,8,1340457,1051,1406,353,424,12,82,78.40609583149627,104.88960108380948,26.334302405821298,31.63100345628394,0.8952170789514323,6.11731670616812,78.41,104.89
CUSCO,2020,80000,8,1357075,287,1303,103,303,9,67,21.14842584234475,96.01532708214359,7.5898531768693696,22.327432161081738,0.6631910542895566,4.937088959711144,21.15,96.02
CUSCO,2021,80000,8,1369932,362,1591,107,456,6,92,26.424669253656383,116.13715133305888,7.8106066578487106,33.28632370073843,0.43797794343076885,6.715661799271789,26.42,116.14
CUSCO,2022,80000,8,1380594,1157,1192,363,370,21,149,83.80450733524845,86.33964800658268,26.293030391266367,26.80005852553321,1.5210844028005337,10.792456000822835,83.8,86.34
CUSCO,2023,80000,8,1389737,1443,1567,278,759,26,203,103.83259566378388,112.75514719691567,20.003784888795508,54.61465011005679,1.8708575795276372,14.607080332465785,103.83,112.76
HUANCAVELICA,2000,90000,9,419980,3779,0,737,0,92,0,899.804752607267,0.0,175.48454688318492,0.0,21.90580503833516,0.0,899.8,0.0
HUANCAVELICA,2001,90000,9,424953,2761,0,595,0,71,0,649.7189100912336,0.0,140.01548406529662,0.0,16.70773003132111,0.0,649.72,0.0
HUANCAVELICA,2002,90000,9,429927,1693,0,430,0,65,0,393.7877825770422,0.0,100.01697962677386,0.0,15.118845757535583,0.0,393.79,0.0
HUANCAVELICA,2003,90000,9,434901,1541,0,510,0,54,0,354.3335149838699,0.0,117.26806790510943,0.0,12.416618954658645,0.0,354.33,0.0
HUANCAVELICA,2004,90000,9,439875,1237,0,454,0,35,0,281.21625461778916,0.0,103.21113952827508,0.0,7.956805910770106,0.0,281.22,0.0
HUANCAVELICA,2005,90000,9,444849,1140,0,477,0,57,0,256.26673320609916,0.0,107.22739626255202,0.0,12.813336660304957,0.0,256.27,0.0
HUANCAVELICA,2006,90000,9,449823,1118,390,503,60,41,117,248.5422043781665,86.70076896912785,111.8217610037726,13.338579841404286,9.114696224959594,26.010230690738357,248.54,86.7
HUANCAVELICA,2007,90000,9,454797,1038,178,394,59,43,63,228.2336954729253,39.13834084217794,86.63205781920286,12.972820840946621,9.454767731537366,13.852334118298934,228.23,39.14
HUANCAVELICA,2008,90000,9,446042,1109,220,447,68,47,38,248.6312948108026,49.32270952062811,100.21477798054892,15.245201124557775,10.53712430667964,8.519377099017582,248.63,49.32
HUANCAVELICA,2009,90000,9,437288,952,216,414,74,33,39,217.70549386216862,49.39536415360129,94.67444796106913,16.92248586743748,7.5465139679113085,8.918607416622455,217.71,49.4
HUANCAVELICA,2010,90000,9,428534,777,250,308,107,26,52,181.31583491624934,58.33842822273145,71.87294357040516,24.96884727932906,6.067196535164071,12.134393070328143,181.32,58.34
HUANCAVELICA,2011,90000,9,419779,546,217,249,117,12,40,130.06844077478863,51.693867487416,59.316926287403604,27.871808737454707,2.8586470499953545,9.528823499984515,130.07,51.69
HUANCAVELICA,2012,90000,9,411024,439,208,175,125,11,30,106.8064151971661,50.60531745104909,42.5765892016038,30.411849429717,2.676242749815096,7.29884386313208,106.81,50.61
HUANCAVELICA,2013,90000,9,402270,482,263,184,142,20,61,119.82002137867602,65.37897432072985,45.740423098913666,35.299674348074674,4.971785119447138,15.16394461431377,119.82,65.38
HUANCAVELICA,2014,90000,9,393516,365,249,145,147,11,59,92.7535347990933,63.27569908212118,36.84729464621515,37.35553319305949,2.7953120076439077,14.993037131908233,92.75,63.28
HUANCAVELICA,2015,90000,9,384761,350,229,130,134,16,24,90.96556043881786,59.51746668711226,33.787208162989494,34.82681456800456,4.158425620060245,6.237638430090368,90.97,59.52
HUANCAVELICA,2016,90000,9,376006,292,306,114,184,10,38,77.65833523933128,81.3816800795732,30.31866512768413,48.935389328893685,2.659532028744222,10.106221709228045,77.66,81.38
HUANCAVELICA,2017,90000,9,367252,235,241,103,94,18,34,63.98875976168952,65.62251533007309,28.04613725725115,25.595503904675812,4.901266705150687,9.257948220840186,63.99,65.62
HUANCAVELICA,2018,90000,9,376346,255,310,132,159,7,95,67.75679826542596,82.37100965600803,35.074107337396974,42.2483565655009,1.8599905406195363,25.24272876555085,67.76,82.37
HUANCAVELICA,2019,90000,9,371260,206,246,122,119,6,50,55.48672089640683,66.26084145881592,32.86106771534774,32.05300867316706,1.616118084361364,13.467650703011367,55.49,66.26
HUANCAVELICA,2020,90000,9,365317,62,161,39,98,1,27,16.971561684783353,44.07131340725999,10.675659769460495,26.82601685659304,0.27373486588360246,7.3908413788572656,16.97,44.07
HUANCAVELICA,2021,90000,9,358356,56,660,31,423,3,146,15.62691848329594,184.17439641027357,8.650615588967396,118.03904497203898,0.8371563473194253,40.7416089028787,15.63,184.17
HUANCAVELICA,2022,90000,9,350845,180,338,118,202,3,48,51.304707206886235,96.33883908848637,33.63308583562542,57.57528253217233,0.8550784534481038,13.681255255169662,51.3,96.34
HUANCAVELICA,2023,90000,9,343026,209,356,163,220,12,63,60.92832613271297,103.78222058969291,47.51826392168523,64.13508013969786,3.498277098528974,18.365954767277117,60.93,103.78
HUANUCO,2000,100000,10,708356,5738,0,1551,0,99,0,810.0446668059564,0.0,218.95769923597737,0.0,13.97602335548792,0.0,810.04,0.0
HUANUCO,2001,100000,10,716051,4107,0,888,0,51,0,573.5624976433244,0.0,124.013513003962,0.0,7.122397706308629,0.0,573.56,0.0
HUANUCO,2002,100000,10,723747,3374,0,723,0,32,0,466.18500663906036,0.0,99.89678713694148,0.0,4.421434562077632,0.0,466.19,0.0
HUANUCO,2003,100000,10,731442,2966,0,747,0,55,0,405.50036776668554,0.0,102.12703126153544,0.0,7.519393198640493,0.0,405.5,0.0
HUANUCO,2004,100000,10,739137,2860,0,871,0,46,0,386.93773955301924,0.0,117.84012977296497,0.0,6.2234741326709395,0.0,386.94,0.0
HUANUCO,2005,100000,10,746832,2843,0,870,0,32,0,380.6746363305268,0.0,116.49206247188123,0.0,4.284765516207125,0.0,380.67,0.0
HUANUCO,2006,100000,10,754528,2820,139,853,40,30,9,373.7435853937826,18.422112897069425,113.05080792230375,5.301327452394079,3.975995589295559,1.1927986767886678,373.74,18.42
HUANUCO,2007,100000,10,762223,2299,164,862,75,30,8,301.6177680285166,21.516013030307406,113.09026361051818,9.839640105323507,3.9358560421294033,1.0495616112345074,301.62,21.52
HUANUCO,2008,100000,10,761997,2337,250,884,35,29,12,306.69412084299546,32.80852811756477,116.010955423709,4.593193936459068,3.805789261637513,1.5748093496431088,306.69,32.81
HUANUCO,2009,100000,10,761771,1655,162,738,86,49,11,217.2568921631304,21.26623355312817,96.879508408695,11.289482009685326,6.4323792845881504,1.4440035128667277,217.26,21.27
HUANUCO,2010,100000,10,761545,1840,305,898,152,35,11,241.61408715177697,40.05016118548477,117.91817949037811,19.959424590798967,4.595920136039236,1.4444320427551884,241.61,40.05
HUANUCO,2011,100000,10,761319,1653,180,872,113,29,19,217.12317701252695,23.643177170148125,114.53805829093979,14.842661223481878,3.8091785440794204,2.495668701293413,217.12,23.64
HUANUCO,2012,100000,10,761092,1799,189,1004,137,25,15,236.37089865614146,24.832740325742485,131.9157210954786,18.00045198215196,3.2847540113415987,1.970852406804959,236.37,24.83
HUANUCO,2013,100000,10,760866,1440,177,675,110,22,18,189.25802966619617,23.262966146469942,88.71470140602943,14.457210599501096,2.891442119900219,2.365725370827452,189.26,23.26
HUANUCO,2014,100000,10,760640,1052,181,575,113,16,17,138.3045856121161,23.79575094657131,75.59423643247791,14.855910811947833,2.103491796381994,2.2349600336558684,138.3,23.8
HUANUCO,2015,100000,10,760414,1055,489,447,150,3,1,138.7402125684167,64.30707483028982,58.78376778965142,19.72609657370853,0.39452193147417064,0.13150731049139022,138.74,64.31
HUANUCO,2016,100000,10,760188,1209,611,386,217,10,13,159.03960599220193,80.37485464122034,50.77691307939615,28.545570306292657,1.315464069414408,1.7101032902387305,159.04,80.37
HUANUCO,2017,100000,10,759962,812,389,272,173,15,16,106.84744763553968,51.18676986480903,35.791263247372896,22.76429610954232,1.9737828996712992,2.1053684263160526,106.85,51.19
HUANUCO,2018,100000,10,757467,1172,385,321,197,18,15,154.7262124950658,50.827296766723826,42.37808379771,26.0077336702457,2.37634114753514,1.980284289612617,154.73,50.83
HUANUCO,2019,100000,10,759851,860,392,296,176,9,13,113.18008399015069,51.5890615396966,38.955005652423964,23.162435793333167,1.1844427394318096,1.710861734734836,113.18,51.59
HUANUCO,2020,100000,10,760267,243,571,105,376,6,22,31.962455295310725,75.10519330708817,13.810937473282412,49.456309428135114,0.7891964270447093,2.8937202324972673,31.96,75.11
HUANUCO,2021,100000,10,758416,279,606,91,262,8,64,36.78719858230839,79.90337756587414,11.998692010717074,34.54568469019641,1.0548300668762263,8.43864053500981,36.79,79.9
HUANUCO,2022,100000,10,755213,614,845,192,292,6,11,81.30156657790583,111.88896377578247,25.423291177455898,38.66458866571418,0.7944778492954968,1.4565427237084108,81.3,111.89
HUANUCO,2023,100000,10,751097,1038,915,318,173,13,30,138.19786259298067,121.8218152915003,42.338073511144366,23.03297709883011,1.7308017473109332,3.9941578784098457,138.2,121.82
ICA,2000,110000,11,638809,1821,0,531,0,7,0,285.06173206701845,0.0,83.12343752201362,0.0,1.0957891952054528,0.0,285.06,0.0
ICA,2001,110000,11,649255,1572,0,579,0,8,0,242.12366481582737,0.0,89.17913608674557,0.0,1.2321815003349994,0.0,242.12,0.0
ICA,2002,110000,11,659701,1115,0,500,0,5,0,169.01596329246127,0.0,75.79191179034139,0.0,0.7579191179034138,0.0,169.02,0.0
ICA,2003,110000,11,670147,1163,0,496,0,3,0,173.54401347764,0.0,74.01361193887311,0.0,0.44766297543673256,0.0,173.54,0.0
ICA,2004,110000,11,680594,885,0,472,0,5,0,130.0334707623047,0.0,69.35118440656251,0.0,0.7346523771881621,0.0,130.03,0.0
ICA,2005,110000,11,691040,860,0,473,0,4,0,124.4501041907849,0.0,68.4475573049317,0.0,0.5788376939106274,0.0,124.45,0.0
ICA,2006,110000,11,701486,785,0,396,0,3,0,111.90529818128944,0.0,56.45158991056129,0.0,0.4276635599284947,0.0,111.91,0.0
ICA,2007,110000,11,711932,718,94,405,48,1,1,100.85232859318025,13.20350820022137,56.88745554350696,6.7422169533045295,0.14046285319384436,0.14046285319384436,100.85,13.2
ICA,2008,110000,11,730068,854,220,496,175,1,8,116.97540503076426,30.134179281929903,67.93887692653287,23.97036988335333,0.13697354219059046,1.0957883375247237,116.98,30.13
ICA,2009,110000,11,748204,508,179,237,149,0,3,67.89592143319202,23.923956567994825,31.675853109579737,19.91435490855435,0.0,0.4009601659440473,67.9,23.92
ICA,2010,110000,11,766340,630,160,318,135,0,5,82.20894120103348,20.87846125740533,41.49594174909309,17.616201685935746,0.0,0.6524519142939166,82.21,20.88
ICA,2011,110000,11,784476,608,112,315,82,2,13,77.50396442975948,14.277046079166219,40.154192097655,10.452837307960984,0.2549472514136825,1.6571571341889362,77.5,14.28
ICA,2012,110000,11,802612,546,93,305,79,3,23,68.0278889426024,11.587167896816892,38.000926973431746,9.84286305213478,0.3737796095747385,2.8656436734063284,68.03,11.59
ICA,2013,110000,11,820748,553,159,266,129,8,52,67.37756290603205,19.372572336454063,32.409460638344534,15.71737000882122,0.9747206207020912,6.3356840345635925,67.38,19.37
ICA,2014,110000,11,838884,519,175,256,123,2,5,61.867910223582754,20.861048726641584,30.51673413725855,14.662337105010945,0.23841198544733241,0.596029963618331,61.87,20.86
ICA,2015,110000,11,857020,395,169,208,133,0,2,46.089939558003316,19.71949312734825,24.27014538750554,15.518891041049217,0.0,0.23336678257216867,46.09,19.72
ICA,2016,110000,11,875156,351,155,118,128,2,56,40.1071351850413,17.711128073166382,13.483310404087957,14.625963828163206,0.2285306848150501,6.3988591748214025,40.11,17.71
ICA,2017,110000,11,893292,328,129,85,103,2,72,36.718116808389645,14.440966671592268,9.515365636320487,11.530384241658943,0.22389095614871732,8.060074421353825,36.72,14.44
ICA,2018,110000,11,923175,354,371,114,160,2,93,38.34592574538955,40.18739675576137,12.348687951905111,17.33149186232296,0.21664364827903704,10.073929644975221,38.35,40.19
ICA,2019,110000,11,950100,294,210,85,190,2,100,30.944111146195137,22.102936532996527,8.946426691927167,19.99789495842543,0.2105041574571098,10.52520787285549,30.94,22.1
ICA,2020,110000,11,975182,110,569,37,500,0,81,11.27994569218874,58.34808271686722,3.79416355100894,51.27248041903973,0.0,8.306141827884437,11.28,58.35
ICA,2021,110000,11,998144,110,1301,64,1220,2,362,11.020453962554502,130.3419145934855,6.411900487304436,122.22685303924082,0.20037189022826363,36.26731213131572,11.02,130.34
ICA,2022,110000,11,1020050,90,343,64,304,3,189,8.823096907014362,33.62580265673252,6.274202244987991,29.80246066369296,0.2941032302338121,18.52850350473016,8.82,33.63
ICA,2023,110000,11,1041312,271,566,178,337,8,152,26.02486094465444,54.3545066224148,17.093820103868968,32.36301896069574,0.7682615777019759,14.596969976337544,26.02,54.35
JUNIN,2000,120000,12,1130658,4423,0,868,0,48,0,391.1881400034316,0.0,76.76945636965378,0.0,4.245315559612191,0.0,391.19,0.0
JUNIN,2001,120000,12,1144203,3253,0,1664,0,29,0,284.3026980352263,0.0,145.42873948066907,0.0,2.53451529142993,0.0,284.3,0.0
JUNIN,2002,120000,12,1157748,2832,0,675,0,16,0,244.61281729702836,0.0,58.30284310575359,0.0,1.3819933180623072,0.0,244.61,0.0
JUNIN,2003,120000,12,1171293,2057,0,633,0,24,0,175.61788553333793,0.0,54.042839835976146,0.0,2.0490176241128393,0.0,175.62,0.0
JUNIN,2004,120000,12,1184838,1869,0,594,0,27,0,157.7430838646296,0.0,50.133435963397524,0.0,2.2787925437907965,0.0,157.74,0.0
JUNIN,2005,120000,12,1198384,1810,0,601,0,32,0,151.03672946234263,0.0,50.15086983804857,0.0,2.6702626203287094,0.0,151.04,0.0
JUNIN,2006,120000,12,1211929,1632,115,655,46,35,4,134.66135392419852,9.489004718923304,54.04607035560664,3.795601887569321,2.887957957933179,0.33005233804950623,134.66,9.49
JUNIN,2007,120000,12,1225474,1449,304,567,130,34,20,118.2399626593465,24.806727845715205,46.267811475396456,10.608140197180846,2.7744366669549905,1.6320215687970532,118.24,24.81
JUNIN,2008,120000,12,1234616,1624,254,712,116,29,13,131.53887524542046,20.57319846818768,57.66975318641585,9.39563394610146,2.348908486525365,1.052958976718267,131.54,20.57
JUNIN,2009,120000,12,1243758,1137,224,372,118,34,21,91.41649742152413,18.009934408462094,29.909355356910268,9.487376161600569,2.7336507584272827,1.6884313507933215,91.42,18.01
JUNIN,2010,120000,12,1252900,1040,338,370,240,21,27,83.00742277915236,26.977412403224523,29.53148695027536,19.155559102881316,1.676111421502115,2.1550003990741478,83.01,26.98
JUNIN,2011,120000,12,1262042,840,260,321,197,19,8,66.55879915248462,20.601533071007147,25.434969676128052,15.609623134570798,1.505496647496676,0.6338933252617583,66.56,20.6
JUNIN,2012,120000,12,1271184,876,350,341,290,33,20,68.91213231129404,27.533386197434833,26.82538483807222,22.813377135017433,2.59600498432957,1.5733363541391334,68.91,27.53
JUNIN,2013,120000,12,1280326,1008,433,507,354,39,21,78.72994846625,33.81951159314112,39.599289555941226,27.649208092313987,3.0460991966108635,1.6402072597135415,78.73,33.82
JUNIN,2014,120000,12,1289468,1351,709,409,403,23,24,104.77189042302716,54.983915847465774,31.7185071672969,31.253198993693523,1.7836813321462803,1.86123269441351,104.77,54.98
JUNIN,2015,120000,12,1298610,664,605,287,382,15,0,51.131594551096946,46.588275155743446,22.100553668922924,29.416067949576853,1.1550812022085153,0.0,51.13,46.59
JUNIN,2016,120000,12,1307752,385,485,218,411,11,19,29.439832628816475,37.08654240253504,16.66982730670647,31.427977169983297,0.841138075109042,1.4528748570065273,29.44,37.09
JUNIN,2017,120000,12,1316894,495,438,328,291,18,11,37.58844675425661,33.26008015831191,24.907091990699328,22.097450516138732,1.366852609245695,0.8352988167612578,37.59,33.26
JUNIN,2018,120000,12,1335139,681,572,523,476,23,27,51.005925225763015,42.84198124689639,39.17195138483708,35.65171866000469,1.7226670781094702,2.0222613525632913,51.01,42.84
JUNIN,2019,120000,12,1350021,527,497,338,291,16,19,39.036429803684534,36.814242148825834,25.036647578074714,21.555220252129413,1.1851667492579745,1.4073855147438448,39.04,36.81
JUNIN,2020,120000,12,1361467,131,445,73,187,2,6,9.62197394428216,32.68533133744704,5.361863342996929,13.735184180005831,0.1469003655615597,0.4407010966846791,9.62,32.69
JUNIN,2021,120000,12,1369003,167,806,56,409,4,43,12.198658439755063,58.87496229007533,4.090568099558584,29.8757562985618,0.292183435682756,3.1409719335896273,12.2,58.87
JUNIN,2022,120000,12,1374221,433,614,233,406,13,127,31.508760235799045,44.67985862535939,16.95506035783182,29.54401075227347,0.9459904920678698,9.24159942250919,31.51,44.68
JUNIN,2023,120000,12,1377838,677,834,401,482,23,55,49.13494910141831,60.52961233468666,29.103566602169487,34.982341900862075,1.6692818749374019,3.991761005285092,49.13,60.53
LA LIBERTAD,2000,130000,13,1443656,3047,0,549,0,36,0,211.06136087821474,0.0,38.02844999085655,0.0,2.4936688518594456,0.0,211.06,0.0
LA LIBERTAD,2001,130000,13,1468426,2895,0,502,0,26,0,197.14987340186022,0.0,34.18626474878543,0.0,1.7706033535227514,0.0,197.15,0.0
LA LIBERTAD,2002,130000,13,1493197,2545,0,622,0,29,0,170.4396673714185,0.0,41.65558864637419,0.0,1.9421415928373817,0.0,170.44,0.0
LA LIBERTAD,2003,130000,13,1517967,2420,0,636,0,18,0,159.42375558888963,0.0,41.89814403079909,0.0,1.185796529173559,0.0,159.42,0.0
LA LIBERTAD,2004,130000,13,1542738,2488,0,669,0,16,0,161.2717130193202,0.0,43.36445981106319,0.0,1.0371171255261749,0.0,161.27,0.0
LA LIBERTAD,2005,130000,13,1567509,2014,0,556,0,6,0,128.48411077703543,0.0,35.47029076069101,0.0,0.3827729218779605,0.0,128.48,0.0
LA LIBERTAD,2006,130000,13,1592279,2250,260,803,81,11,2,141.3068940807484,16.328796649330926,50.43086042081821,5.087048186906943,0.6908337043947701,0.12560612807177637,141.31,16.33
LA LIBERTAD,2007,130000,13,1617050,1605,689,688,191,5,6,99.25481586840233,42.60845366562568,42.54661265885409,11.811632293373735,0.30920503385795123,0.37104604062954144,99.25,42.61
